Tỉnh Thành Phố,Quận Huyện,Phường Xã,Cấp,district_level,province_level
Hà Nội,Đan Phượng,Đồng Tháp,Xã,Huyện,Thành Phố
Hà Nội,Đan Phượng,Song Phượng,Xã,Huyện,Thành Phố
Hà Nội,Hoài Đức,Trạm Trôi,Thị Trấn,Huyện,Thành Phố
Hà Nội,Hoài Đức,Đức Thượng,Xã,Huyện,Thành Phố
Hà Nội,Hoài Đức,Minh Khai,Xã,Huyện,Thành Phố
Hà Nội,Hoài Đức,Dương Liễu,Xã,Huyện,Thành Phố
Hà Nội,Hoài Đức,Di Trạch,Xã,Huyện,Thành Phố
Hà Nội,Hoài Đức,Đức Giang,Xã,Huyện,Thành Phố
Hà Nội,Hoài Đức,Cát Quế,Xã,Huyện,Thành Phố
Hà Nội,Hoài Đức,Kim Chung,Xã,Huyện,Thành Phố
Hà Nội,Hoài Đức,Yên Sở,Xã,Huyện,Thành Phố
Hà Nội,Hoài Đức,Sơn Đồng,Xã,Huyện,Thành Phố
Hà Nội,Hoài Đức,Vân Canh,Xã,Huyện,Thành Phố
Hà Nội,Hoài Đức,Đắc Sở,Xã,Huyện,Thành Phố
Hà Nội,Hoài Đức,Lại Yên,Xã,Huyện,Thành Phố
Hà Nội,Hoài Đức,Tiền Yên,Xã,Huyện,Thành Phố
Hà Nội,Hoài Đức,Song Phương,Xã,Huyện,Thành Phố
Hà Nội,Hoài Đức,An Khánh,Xã,Huyện,Thành Phố
Hà Nội,Hoài Đức,An Thượng,Xã,Huyện,Thành Phố
Hà Nội,Hoài Đức,Vân Côn,Xã,Huyện,Thành Phố
Hà Nội,Hoài Đức,La Phù,Xã,Huyện,Thành Phố
Hà Nội,Hoài Đức,Đông La,Xã,Huyện,Thành Phố
Hà Nội,Quốc Oai,Đông Xuân,Xã,Huyện,Thành Phố
Hà Nội,Quốc Oai,Quốc Oai,Thị Trấn,Huyện,Thành Phố
Hà Nội,Quốc Oai,Sài Sơn,Xã,Huyện,Thành Phố
Hà Nội,Quốc Oai,Phượng Cách,Xã,Huyện,Thành Phố
Hà Nội,Quốc Oai,Yên Sơn,Xã,Huyện,Thành Phố
Hà Nội,Quốc Oai,Ngọc Liệp,Xã,Huyện,Thành Phố
Hà Nội,Quốc Oai,Ngọc Mỹ,Xã,Huyện,Thành Phố
Hà Nội,Quốc Oai,Liệp Tuyết,Xã,Huyện,Thành Phố
Hà Nội,Quốc Oai,Thạch Thán,Xã,Huyện,Thành Phố
Hà Nội,Quốc Oai,Đồng Quang,Xã,Huyện,Thành Phố
Hà Nội,Quốc Oai,Phú Cát,Xã,Huyện,Thành Phố
Hà Nội,Quốc Oai,Tuyết Nghĩa,Xã,Huyện,Thành Phố
Hà Nội,Quốc Oai,Nghĩa Hương,Xã,Huyện,Thành Phố
Hà Nội,Quốc Oai,Cộng Hòa,Xã,Huyện,Thành Phố
Hà Nội,Quốc Oai,Tân Phú,Xã,Huyện,Thành Phố
Hà Nội,Quốc Oai,Đại Thành,Xã,Huyện,Thành Phố
Hà Nội,Quốc Oai,Phú Mãn,Xã,Huyện,Thành Phố
Hà Nội,Quốc Oai,Cấn Hữu,Xã,Huyện,Thành Phố
Hà Nội,Quốc Oai,Tân Hòa,Xã,Huyện,Thành Phố
Hà Nội,Quốc Oai,Hòa Thạch,Xã,Huyện,Thành Phố
Hà Nội,Quốc Oai,Đông Yên,Xã,Huyện,Thành Phố
Hà Nội,Thạch Thất,Yên Trung,Xã,Huyện,Thành Phố
Hà Nội,Thạch Thất,Yên Bình,Xã,Huyện,Thành Phố
Hà Nội,Thạch Thất,Tiến Xuân,Xã,Huyện,Thành Phố
Hà Nội,Thạch Thất,Liên Quan,Thị Trấn,Huyện,Thành Phố
Hà Nội,Thạch Thất,Đại Đồng,Xã,Huyện,Thành Phố
Hà Nội,Thạch Thất,Cẩm Yên,Xã,Huyện,Thành Phố
Hà Nội,Thạch Thất,Lại Thượng,Xã,Huyện,Thành Phố
Hà Nội,Thạch Thất,Phú Kim,Xã,Huyện,Thành Phố
Hà Nội,Thạch Thất,Hương Ngải,Xã,Huyện,Thành Phố
Hà Nội,Thạch Thất,Canh Nậu,Xã,Huyện,Thành Phố
Hà Nội,Thạch Thất,Kim Quan,Xã,Huyện,Thành Phố
Hà Nội,Thạch Thất,Dị Nậu,Xã,Huyện,Thành Phố
Hà Nội,Thạch Thất,Bình Yên,Xã,Huyện,Thành Phố
Hà Nội,Thạch Thất,Chàng Sơn,Xã,Huyện,Thành Phố
Hà Nội,Thạch Thất,Thạch Hoà,Xã,Huyện,Thành Phố
Hà Nội,Thạch Thất,Cần Kiệm,Xã,Huyện,Thành Phố
Hà Nội,Thạch Thất,Hữu Bằng,Xã,Huyện,Thành Phố
Hà Nội,Thạch Thất,Phùng Xá,Xã,Huyện,Thành Phố
Hà Nội,Thạch Thất,Tân,Xã,Huyện,Thành Phố
Hà Nội,Thạch Thất,Thạch Xá,Xã,Huyện,Thành Phố
Hà Nội,Thạch Thất,Bình Phú,Xã,Huyện,Thành Phố
Hà Nội,Thạch Thất,Hạ Bằng,Xã,Huyện,Thành Phố
Hà Nội,Thạch Thất,Đồng Trúc,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Chúc Sơn,Thị Trấn,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Xuân Mai,Thị Trấn,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Phụng Châu,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Tiên Phương,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Đông Sơn,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Đông Phương Yên,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Phú Nghĩa,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Trường Yên,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Ngọc Hòa,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Thủy Xuân Tiên,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Thanh Bình,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Trung Hòa,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Đại Yên,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Thụy Hương,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Tốt Động,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Lam Điền,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Tân Tiến,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Nam Phương Tiến,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Hợp Đồng,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Hoàng Văn Thụ,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Hoàng Diệu,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Hữu Văn,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Quảng Bị,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Mỹ Lương,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Thượng Vực,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Hồng Phong,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Đồng Phú,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Trần Phú,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Văn Võ,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Đồng Lạc,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Hòa Chính,Xã,Huyện,Thành Phố
Hà Nội,Chương Mỹ,Phú Nam An,Xã,Huyện,Thành Phố
Hà Nội,Thanh Oai,Kim Bài,Thị Trấn,Huyện,Thành Phố
Hà Nội,Thanh Oai,Cự Khê,Xã,Huyện,Thành Phố
Hà Nội,Thanh Oai,Bích Hòa,Xã,Huyện,Thành Phố
Hà Nội,Thanh Oai,Mỹ Hưng,Xã,Huyện,Thành Phố
Hà Nội,Thanh Oai,Cao Viên,Xã,Huyện,Thành Phố
Hà Nội,Thanh Oai,Bình Minh,Xã,Huyện,Thành Phố
Hà Nội,Thanh Oai,Tam Hưng,Xã,Huyện,Thành Phố
Hà Nội,Thanh Oai,Thanh Cao,Xã,Huyện,Thành Phố
Hà Nội,Thanh Oai,Thanh Thùy,Xã,Huyện,Thành Phố
Hà Nội,Thanh Oai,Thanh Mai,Xã,Huyện,Thành Phố
Hà Nội,Thanh Oai,Thanh Văn,Xã,Huyện,Thành Phố
Hà Nội,Thanh Oai,Đỗ Động,Xã,Huyện,Thành Phố
Hà Nội,Thanh Oai,Kim An,Xã,Huyện,Thành Phố
Hà Nội,Thanh Oai,Kim Thư,Xã,Huyện,Thành Phố
Hà Nội,Thanh Oai,Phương Trung,Xã,Huyện,Thành Phố
Hà Nội,Thanh Oai,Tân Ước,Xã,Huyện,Thành Phố
Hà Nội,Thanh Oai,Dân Hòa,Xã,Huyện,Thành Phố
Hà Nội,Thanh Oai,Liên Châu,Xã,Huyện,Thành Phố
Hà Nội,Thanh Oai,Cao Dương,Xã,Huyện,Thành Phố
Hà Nội,Thanh Oai,Xuân Dương,Xã,Huyện,Thành Phố
Hà Nội,Thanh Oai,Hồng Dương,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Thường Tín,Thị Trấn,Huyện,Thành Phố
Hà Nội,Thường Tín,Ninh Sở,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Nhị Khê,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Duyên Thái,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Khánh Hà,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Hòa Bình,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Văn Bình,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Hiền Giang,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Hồng Vân,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Vân Tảo,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Liên Phương,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Văn Phú,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Tự Nhiên,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Tiền Phong,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Hà Hồi,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Thư Phú,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Nguyễn Trãi,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Quất Động,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Chương Dương,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Tân Minh,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Lê Lợi,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Thắng Lợi,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Dũng Tiến,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Thống Nhất,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Nghiêm Xuyên,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Tô Hiệu,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Văn Tự,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Vạn Điểm,Xã,Huyện,Thành Phố
Hà Nội,Thường Tín,Minh Cường,Xã,Huyện,Thành Phố
Hà Nội,Phú Xuyên,Phú Minh,Thị Trấn,Huyện,Thành Phố
Hà Nội,Phú Xuyên,Phú Xuyên,Thị Trấn,Huyện,Thành Phố
Hà Nội,Phú Xuyên,Hồng Minh,Xã,Huyện,Thành Phố
Hà Nội,Phú Xuyên,Phượng Dực,Xã,Huyện,Thành Phố
Hà Nội,Phú Xuyên,Nam Tiến,Xã,Huyện,Thành Phố
Hà Nội,Phú Xuyên,Tri Trung,Xã,Huyện,Thành Phố
Hà Nội,Phú Xuyên,Đại Thắng,Xã,Huyện,Thành Phố
Hà Nội,Phú Xuyên,Phú Túc,Xã,Huyện,Thành Phố
Hà Nội,Phú Xuyên,Văn Hoàng,Xã,Huyện,Thành Phố
Hà Nội,Phú Xuyên,Hồng Thái,Xã,Huyện,Thành Phố
Hà Nội,Phú Xuyên,Hoàng Long,Xã,Huyện,Thành Phố
Hà Nội,Phú Xuyên,Quang Trung,Xã,Huyện,Thành Phố
Hà Nội,Phú Xuyên,Nam Phong,Xã,Huyện,Thành Phố
Hà Nội,Phú Xuyên,Nam Triều,Xã,Huyện,Thành Phố
Hà Nội,Phú Xuyên,Tân Dân,Xã,Huyện,Thành Phố
Hà Nội,Phú Xuyên,Sơn Hà,Xã,Huyện,Thành Phố
Hà Nội,Phú Xuyên,Chuyên Mỹ,Xã,Huyện,Thành Phố
Hà Nội,Phú Xuyên,Khai Thái,Xã,Huyện,Thành Phố
Hà Nội,Phú Xuyên,Phúc Tiến,Xã,Huyện,Thành Phố
Hà Nội,Phú Xuyên,Vân Từ,Xã,Huyện,Thành Phố
Hà Nội,Phú Xuyên,Tri Thủy,Xã,Huyện,Thành Phố
Hà Nội,Phú Xuyên,Đại Xuyên,Xã,Huyện,Thành Phố
Hà Nội,Phú Xuyên,Phú Yên,Xã,Huyện,Thành Phố
Hà Nội,Phú Xuyên,Bạch Hạ,Xã,Huyện,Thành Phố
Hà Nội,Phú Xuyên,Quang Lãng,Xã,Huyện,Thành Phố
Hà Nội,Phú Xuyên,Châu Can,Xã,Huyện,Thành Phố
Hà Nội,Phú Xuyên,Minh Tân,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Vân Đình,Thị Trấn,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Viên An,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Viên Nội,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Hoa Sơn,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Quảng Phú Cầu,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Trường Thịnh,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Cao Thành,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Liên Bạt,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Sơn Công,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Đồng Tiến,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Phương Tú,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Trung Tú,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Đồng Tân,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Tảo Dương Văn,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Vạn Thái,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Minh Đức,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Hòa Lâm,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Hòa Xá,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Trầm Lộng,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Kim Đường,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Hòa Nam,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Hòa Phú,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Đội Bình,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Đại Hùng,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Đông Lỗ,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Phù Lưu,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Đại Cường,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Lưu Hoàng,Xã,Huyện,Thành Phố
Hà Nội,Ứng Hòa,Hồng Quang,Xã,Huyện,Thành Phố
Hà Nội,Mỹ Đức,Đại Nghĩa,Thị Trấn,Huyện,Thành Phố
Hà Nội,Mỹ Đức,Đồng Tâm,Xã,Huyện,Thành Phố
Hà Nội,Mỹ Đức,Thượng Lâm,Xã,Huyện,Thành Phố
Hà Nội,Mỹ Đức,Tuy Lai,Xã,Huyện,Thành Phố
Hà Nội,Mỹ Đức,Phúc Lâm,Xã,Huyện,Thành Phố
Hà Nội,Mỹ Đức,Mỹ Thành,Xã,Huyện,Thành Phố
Hà Nội,Mỹ Đức,Bột Xuyên,Xã,Huyện,Thành Phố
Hà Nội,Mỹ Đức,An Mỹ,Xã,Huyện,Thành Phố
Hà Nội,Mỹ Đức,Hồng Sơn,Xã,Huyện,Thành Phố
Hà Nội,Mỹ Đức,Lê Thanh,Xã,Huyện,Thành Phố
Hà Nội,Mỹ Đức,Xuy Xá,Xã,Huyện,Thành Phố
Hà Nội,Mỹ Đức,Phùng Xá,Xã,Huyện,Thành Phố
Hà Nội,Mỹ Đức,Phù Lưu Tế,Xã,Huyện,Thành Phố
Hà Nội,Mỹ Đức,Đại Hưng,Xã,Huyện,Thành Phố
Hà Nội,Mỹ Đức,Vạn Kim,Xã,Huyện,Thành Phố
Hà Nội,Mỹ Đức,Đốc Tín,Xã,Huyện,Thành Phố
Hà Nội,Mỹ Đức,Hương Sơn,Xã,Huyện,Thành Phố
Hà Nội,Mỹ Đức,Hùng Tiến,Xã,Huyện,Thành Phố
Hà Nội,Mỹ Đức,An Tiến,Xã,Huyện,Thành Phố
Hà Nội,Mỹ Đức,Hợp Tiến,Xã,Huyện,Thành Phố
Hà Nội,Mỹ Đức,Hợp Thanh,Xã,Huyện,Thành Phố
Hà Nội,Mỹ Đức,An Phú,Xã,Huyện,Thành Phố
Hà Giang,Hà Giang,Quang Trung,Phường,Thành Phố,Tỉnh
Hà Giang,Hà Giang,Trần Phú,Phường,Thành Phố,Tỉnh
Hà Giang,Hà Giang,Ngọc Hà,Phường,Thành Phố,Tỉnh
Hà Giang,Hà Giang,Nguyễn Trãi,Phường,Thành Phố,Tỉnh
Hà Giang,Hà Giang,Minh Khai,Phường,Thành Phố,Tỉnh
Hà Giang,Hà Giang,Ngọc Đường,Xã,Thành Phố,Tỉnh
Hà Giang,Hà Giang,Phương Độ,Xã,Thành Phố,Tỉnh
Hà Giang,Hà Giang,Phương Thiện,Xã,Thành Phố,Tỉnh
Hà Giang,Đồng Văn,Phó Bảng,Thị Trấn,Huyện,Tỉnh
Hà Giang,Đồng Văn,Lũng Cú,Xã,Huyện,Tỉnh
Hà Giang,Đồng Văn,Má Lé,Xã,Huyện,Tỉnh
Hà Giang,Đồng Văn,Đồng Văn,Thị Trấn,Huyện,Tỉnh
Hà Giang,Đồng Văn,Lũng Táo,Xã,Huyện,Tỉnh
Hà Giang,Đồng Văn,Phố Là,Xã,Huyện,Tỉnh
Hà Giang,Đồng Văn,Thài Phìn Tủng,Xã,Huyện,Tỉnh
Hà Giang,Đồng Văn,Sủng Là,Xã,Huyện,Tỉnh
Hà Giang,Đồng Văn,Xà Phìn,Xã,Huyện,Tỉnh
Hà Giang,Đồng Văn,Tả Phìn,Xã,Huyện,Tỉnh
Hà Giang,Đồng Văn,Tả Lủng,Xã,Huyện,Tỉnh
Hà Giang,Đồng Văn,Phố Cáo,Xã,Huyện,Tỉnh
Hà Giang,Đồng Văn,Sính Lủng,Xã,Huyện,Tỉnh
Hà Giang,Đồng Văn,Sảng Tủng,Xã,Huyện,Tỉnh
Hà Giang,Đồng Văn,Lũng Thầu,Xã,Huyện,Tỉnh
Hà Giang,Đồng Văn,Hố Quáng Phìn,Xã,Huyện,Tỉnh
Hà Giang,Đồng Văn,Vần Chải,Xã,Huyện,Tỉnh
Hà Giang,Đồng Văn,Lũng Phìn,Xã,Huyện,Tỉnh
Hà Giang,Đồng Văn,Sủng Trái,Xã,Huyện,Tỉnh
Hà Giang,Mèo Vạc,Mèo Vạc,Thị Trấn,Huyện,Tỉnh
Hà Giang,Mèo Vạc,Thượng Phùng,Xã,Huyện,Tỉnh
Hà Giang,Mèo Vạc,Pải Lủng,Xã,Huyện,Tỉnh
Hà Giang,Mèo Vạc,Xín Cái,Xã,Huyện,Tỉnh
Hà Giang,Mèo Vạc,Pả Vi,Xã,Huyện,Tỉnh
Hà Giang,Mèo Vạc,Giàng Chu Phìn,Xã,Huyện,Tỉnh
Hà Giang,Mèo Vạc,Sủng Trà,Xã,Huyện,Tỉnh
Hà Giang,Mèo Vạc,Sủng Máng,Xã,Huyện,Tỉnh
Hà Giang,Mèo Vạc,Sơn Vĩ,Xã,Huyện,Tỉnh
Hà Giang,Mèo Vạc,Tả Lủng,Xã,Huyện,Tỉnh
Hà Giang,Mèo Vạc,Cán Chu Phìn,Xã,Huyện,Tỉnh
Hà Giang,Mèo Vạc,Lũng Pù,Xã,Huyện,Tỉnh
Hà Giang,Mèo Vạc,Lũng Chinh,Xã,Huyện,Tỉnh
Hà Giang,Mèo Vạc,Tát Ngà,Xã,Huyện,Tỉnh
Hà Giang,Mèo Vạc,Nậm Ban,Xã,Huyện,Tỉnh
Hà Giang,Mèo Vạc,Khâu Vai,Xã,Huyện,Tỉnh
Hà Giang,Mèo Vạc,Niêm Tòng,Xã,Huyện,Tỉnh
Hà Giang,Mèo Vạc,Niêm Sơn,Xã,Huyện,Tỉnh
Hà Giang,Yên Minh,Yên Minh,Thị Trấn,Huyện,Tỉnh
Hà Giang,Yên Minh,Thắng Mố,Xã,Huyện,Tỉnh
Hà Giang,Yên Minh,Phú Lũng,Xã,Huyện,Tỉnh
Hà Giang,Yên Minh,Sủng Tráng,Xã,Huyện,Tỉnh
Hà Giang,Yên Minh,Bạch Đích,Xã,Huyện,Tỉnh
Hà Giang,Yên Minh,Na Khê,Xã,Huyện,Tỉnh
Hà Giang,Yên Minh,Sủng Thài,Xã,Huyện,Tỉnh
Hà Giang,Yên Minh,Hữu Vinh,Xã,Huyện,Tỉnh
Hà Giang,Yên Minh,Lao Và Chải,Xã,Huyện,Tỉnh
Hà Giang,Yên Minh,Mậu Duệ,Xã,Huyện,Tỉnh
Hà Giang,Yên Minh,Đông Minh,Xã,Huyện,Tỉnh
Hà Giang,Yên Minh,Mậu Long,Xã,Huyện,Tỉnh
Hà Giang,Yên Minh,Ngam La,Xã,Huyện,Tỉnh
Hà Giang,Yên Minh,Ngọc Long,Xã,Huyện,Tỉnh
Hà Giang,Yên Minh,Đường Thượng,Xã,Huyện,Tỉnh
Hà Giang,Yên Minh,Lũng Hồ,Xã,Huyện,Tỉnh
Hà Giang,Yên Minh,Du Tiến,Xã,Huyện,Tỉnh
Hà Giang,Yên Minh,Du Già,Xã,Huyện,Tỉnh
Hà Giang,Quản Bạ,Tam Sơn,Thị Trấn,Huyện,Tỉnh
Hà Giang,Quản Bạ,Bát Đại Sơn,Xã,Huyện,Tỉnh
Hà Giang,Quản Bạ,Nghĩa Thuận,Xã,Huyện,Tỉnh
Hà Giang,Quản Bạ,Cán Tỷ,Xã,Huyện,Tỉnh
Hà Giang,Quản Bạ,Cao Mã Pờ,Xã,Huyện,Tỉnh
Hà Giang,Quản Bạ,Thanh Vân,Xã,Huyện,Tỉnh
Hà Giang,Quản Bạ,Tùng Vài,Xã,Huyện,Tỉnh
Hà Giang,Quản Bạ,Đông Hà,Xã,Huyện,Tỉnh
Hà Giang,Quản Bạ,Quản Bạ,Xã,Huyện,Tỉnh
Hà Giang,Quản Bạ,Lùng Tám,Xã,Huyện,Tỉnh
Hà Giang,Quản Bạ,Quyết Tiến,Xã,Huyện,Tỉnh
Hà Giang,Quản Bạ,Tả Ván,Xã,Huyện,Tỉnh
Hà Giang,Quản Bạ,Thái An,Xã,Huyện,Tỉnh
Hà Giang,Vị Xuyên,Kim Thạch,Xã,Huyện,Tỉnh
Hà Giang,Vị Xuyên,Phú Linh,Xã,Huyện,Tỉnh
Hà Giang,Vị Xuyên,Kim Linh,Xã,Huyện,Tỉnh
Hà Giang,Vị Xuyên,Vị Xuyên,Thị Trấn,Huyện,Tỉnh
Hà Giang,Vị Xuyên,Nông Trường Việt Lâm,Thị Trấn,Huyện,Tỉnh
Hà Giang,Vị Xuyên,Minh Tân,Xã,Huyện,Tỉnh
Hà Giang,Vị Xuyên,Thuận Hoà,Xã,Huyện,Tỉnh
Hà Giang,Vị Xuyên,Tùng Bá,Xã,Huyện,Tỉnh
Hà Giang,Vị Xuyên,Thanh Thủy,Xã,Huyện,Tỉnh
Hà Giang,Vị Xuyên,Thanh Đức,Xã,Huyện,Tỉnh
Hà Giang,Vị Xuyên,Phong Quang,Xã,Huyện,Tỉnh
Hà Giang,Vị Xuyên,Xín Chải,Xã,Huyện,Tỉnh
Hà Giang,Vị Xuyên,Phương Tiến,Xã,Huyện,Tỉnh
Hà Giang,Vị Xuyên,Lao Chải,Xã,Huyện,Tỉnh
Hà Giang,Vị Xuyên,Cao Bồ,Xã,Huyện,Tỉnh
Hà Giang,Vị Xuyên,Đạo Đức,Xã,Huyện,Tỉnh
Hà Giang,Vị Xuyên,Thượng Sơn,Xã,Huyện,Tỉnh
Hà Giang,Vị Xuyên,Linh Hồ,Xã,Huyện,Tỉnh
Hà Giang,Vị Xuyên,Quảng Ngần,Xã,Huyện,Tỉnh
Hà Giang,Vị Xuyên,Việt Lâm,Xã,Huyện,Tỉnh
Hà Giang,Vị Xuyên,Ngọc Linh,Xã,Huyện,Tỉnh
Hà Giang,Vị Xuyên,Ngọc Minh,Xã,Huyện,Tỉnh
Hà Giang,Vị Xuyên,Bạch Ngọc,Xã,Huyện,Tỉnh
Hà Giang,Vị Xuyên,Trung Thành,Xã,Huyện,Tỉnh
Hà Giang,Bắc Mê,Minh Sơn,Xã,Huyện,Tỉnh
Hà Giang,Bắc Mê,Giáp Trung,Xã,Huyện,Tỉnh
Hà Giang,Bắc Mê,Yên Định,Xã,Huyện,Tỉnh
Hà Giang,Bắc Mê,Yên Phú,Thị Trấn,Huyện,Tỉnh
Hà Giang,Bắc Mê,Minh Ngọc,Xã,Huyện,Tỉnh
Hà Giang,Bắc Mê,Yên Phong,Xã,Huyện,Tỉnh
Hà Giang,Bắc Mê,Lạc Nông,Xã,Huyện,Tỉnh
Hà Giang,Bắc Mê,Phú Nam,Xã,Huyện,Tỉnh
Hà Giang,Bắc Mê,Yên Cường,Xã,Huyện,Tỉnh
Hà Giang,Bắc Mê,Thượng Tân,Xã,Huyện,Tỉnh
Hà Giang,Bắc Mê,Đường Âm,Xã,Huyện,Tỉnh
Hà Giang,Bắc Mê,Đường Hồng,Xã,Huyện,Tỉnh
Hà Giang,Bắc Mê,Phiêng Luông,Xã,Huyện,Tỉnh
Hà Giang,Hoàng Su Phì,Vinh Quang,Thị Trấn,Huyện,Tỉnh
Hà Giang,Hoàng Su Phì,Bản Máy,Xã,Huyện,Tỉnh
Hà Giang,Hoàng Su Phì,Thàng Tín,Xã,Huyện,Tỉnh
Hà Giang,Hoàng Su Phì,Thèn Chu Phìn,Xã,Huyện,Tỉnh
Hà Giang,Hoàng Su Phì,Pố Lồ,Xã,Huyện,Tỉnh
Hà Giang,Hoàng Su Phì,Bản Phùng,Xã,Huyện,Tỉnh
Hà Giang,Hoàng Su Phì,Túng Sán,Xã,Huyện,Tỉnh
Hà Giang,Hoàng Su Phì,Chiến Phố,Xã,Huyện,Tỉnh
Hà Giang,Hoàng Su Phì,Đản Ván,Xã,Huyện,Tỉnh
Hà Giang,Hoàng Su Phì,Tụ Nhân,Xã,Huyện,Tỉnh
Hà Giang,Hoàng Su Phì,Tân Tiến,Xã,Huyện,Tỉnh
Hà Giang,Hoàng Su Phì,Nàng Đôn,Xã,Huyện,Tỉnh
